"","Name","Genre","Platform","Total_Sales","NA_Sales","JP_Sales","PAL_Sales","Other_Sales","Year"
"290","Cabela's Outdoor Adventures (2006)","Sports","PS2",0.37,0.17,0.01,0.14,0.05,2005
"291","Karaoke Revolution Party","Misc","PS2",0.32,0.15,0.01,0.12,0.04,2005
"292","Neopets: The Darkest Faerie","Adventure","PS2",0.32,0.15,0.01,0.12,0.04,2005
"293","Harry Potter and the Goblet of Fire","Adventure","XB",0.25,0.18,0.00999999999999998,0.05,0.01,2005
"294","Spartan: Total Warrior","Action","PS2",0.24,0.11,0.01,0.09,0.03,2005
"295","Ford vs. Chevy","Racing","PS2",0.24,0.11,0.01,0.09,0.03,2005
"296","NHL 2K6","Sports","XB",0.23,0.16,0.01,0.05,0.01,2005
"297","Darkwatch","Shooter","XB",0.23,0.16,0.01,0.05,0.01,2005
"298","Backyard NFL Football 2006","Sports","PS2",0.22,0.1,0.00999999999999998,0.08,0.03,2005
"299","The Bible Game","Misc","PS2",0.22,0.1,0.00999999999999998,0.08,0.03,2005
"300","Dead to Rights II","Shooter","PS2",0.22,0.1,0.00999999999999998,0.08,0.03,2005
"301","Teenage Mutant Ninja Turtles 3: Mutant Nightmare","Action","PS2",0.22,0.1,0.00999999999999998,0.08,0.03,2005
"302","Playboy: The Mansion","Simulation","PS2",0.22,0.1,0.00999999999999998,0.08,0.03,2005
"303","Close Combat: First to Fight","Shooter","XB",0.2,0.14,0.01,0.04,0.01,2005
"304","NARC","Shooter","XB",0.2,0.14,0.01,0.04,0.01,2005
"305","Gauntlet: Seven Sorrows","Role-Playing","XB",0.2,0.14,0.01,0.04,0.01,2005
"306","Star Wars Battlefront II","Shooter","PC",0.2,0.03,0.01,0.14,0.02,2005
"307","The Suffering: Ties That Bind","Action","PS2",0.19,0.09,0.00999999999999998,0.07,0.02,2005
"308","EyeToy: Kinetic","Sports","PS2",0.19,0.09,0.00999999999999998,0.07,0.02,2005
"309","Atelier Iris: Eternal Mana","Role-Playing","PS2",0.17,0.08,0.01,0.06,0.02,2005
"310","Digimon World 4","Role-Playing","PS2",0.17,0.08,0.01,0.06,0.02,2005
"311","Pac-Man World 3","Platform","XB",0.17,0.11,0.01,0.04,0.01,2005
"312","L.A. Rush","Racing","XB",0.16,0.11,0.00999999999999998,0.03,0.01,2005
"313","SSX On Tour","Sports","XB",0.16,0.11,0.00999999999999998,0.03,0.01,2005
"314","Sid Meier's Pirates!","Strategy","XB",0.16,0.11,0.00999999999999998,0.03,0.01,2005
"315","Shonen Jump's One Piece: Grand Battle","Fighting","PS2",0.15,0.07,0.01,0.05,0.02,2005
"316","NTRA Breeders' Cup World Thoroughbred Championships","Sports","PS2",0.15,0.07,0.01,0.05,0.02,2005
"317","Ys: The Ark of Napishtim","Role-Playing","PS2",0.15,0.07,0.01,0.05,0.02,2005
"318","Makai Kingdom: Chronicles of the Sacred Tome","Role-Playing","PS2",0.14,0.06,0.01,0.05,0.02,2005
"319","Zathura","Adventure","PS2",0.14,0.06,0.01,0.05,0.02,2005
"320","Wallace & Gromit: Curse of the Were-Rabbit","Adventure","PS2",0.14,0.06,0.01,0.05,0.02,2005
"321","Airborne Troops: Countdown to D-Day","Shooter","PS2",0.14,0.06,0.01,0.05,0.02,2005
"322","Shining Tears","Role-Playing","PS2",0.11,0.05,0.01,0.04,0.01,2005
"323","Psychonauts","Platform","PS2",0.11,0.05,0.01,0.04,0.01,2005
"324","Wild ARMs: Alter Code F","Role-Playing","PS2",0.11,0.05,0.01,0.04,0.01,2005
"325","In The Groove","Misc","PS2",0.09,0.04,0.01,0.03,0.01,2005
"326","Kessen III","Strategy","PS2",0.09,0.04,0.01,0.03,0.01,2005
"327","Legend of Kay","Action","PS2",0.07,0.03,0.01,0.02,0.01,2005
"328","Red Ninja: End of Honor","Action","PS2",0.06,0.02,0.01,0.02,0.01,2005
"329","Yourself Fitness","Sports","PS2",0.06,0.02,0.01,0.02,0.01,2005
"330","Aeon Flux","Action","PS2",0.06,0.02,0.01,0.02,0.01,2005
"331","MX World Tour Featuring Jamie Little","Racing","XB",0.05,0.03,0.01,0.01,0,2005
"332","Special Forces: Nemesis Strike","Shooter","XB",0.05,0.03,0.01,0.01,0,2005
"333","Cold War","Shooter","XB",0.04,0.02,0.01,0.01,0,2005
"334","Ed, Edd n Eddy: The Mis-Edventures","Platform","XB",0.04,0.02,0.01,0.01,0,2005
"335","Ty the Tasmanian Tiger 3: Night of the Quinkan","Action","XB",0.04,0.02,0.01,0.01,0,2005
"336","Total Overdose: A Gunslinger's Tale in Mexico","Shooter","XB",0.04,0.02,0.01,0.01,0,2005
"337","Fight Night Round 3","Fighting","PS2",1.58,1.07,0.01,0.4,0.1,2006
"338","Call of Duty 3","Shooter","PS3",1.53,0.6,0.04,0.63,0.26,2006
"339","Midnight Club 3: DUB Edition Remix","Racing","PS2",1.18,0.97,0.01,0.04,0.16,2006
"340","Madden NFL 07","Sports","XB",1.04,0.97,0.01,0.03,0.03,2006
"341","Marvel: Ultimate Alliance","Role-Playing","PS2",0.84,0.69,0.01,0.03,0.11,2006
"342","Genji: Days of the Blade","Action","PS3",0.77,0.18,0.07,0.38,0.14,2006
"343","Onimusha: Dawn of Dreams","Action","PS2",0.66,0.15,0.35,0.12,0.04,2006
"344","Tony Hawk's Project 8","Sports","PS3",0.65,0.3,0.02,0.23,0.1,2006
"345","Samurai Warriors 2","Action","PS2",0.63,0.02,0.58,0.02,0.01,2006
"346","Arena Football","Sports","PS2",0.58,0.28,0.0099999999999999,0.22,0.07,2006
"347","Metal Gear Solid 3: Subsistence","Action","PS2",0.57,0.34,0.16,0.01,0.06,2006
"348","FIFA 07 Soccer","Sports","XB",0.56,0.16,0.01,0.35,0.04,2006
"349","Scarface: The World is Yours","Adventure","XB",0.51,0.37,0.01,0.11,0.02,2006
"350","Destroy All Humans! 2","Adventure","PS2",0.5,0.4,0.01,0.02,0.07,2006
"351","The Godfather (US sales)","Action","XB",0.46,0.33,0.01,0.1,0.02,2006
"352","LEGO Star Wars II: The Original Trilogy","Action","XB",0.46,0.33,0.01,0.1,0.02,2006
"353","Dynasty Warriors 5 Empires","Action","PS2",0.36,0.11,0.13,0.09,0.03,2006
"354","24: The Game","Adventure","PS2",0.32,0.15,0.01,0.12,0.04,2006
"355","Mobile Suit Gundam: Crossfire","Simulation","PS3",0.22,0.06,0.15,0,0.01,2006
"356","Shadow Hearts: From The New World","Role-Playing","PS2",0.16,0.07,0.00999999999999998,0.06,0.02,2006
"357","Wild ARMs 4","Role-Playing","PS2",0.16,0.07,0.00999999999999998,0.06,0.02,2006
"358","Hitman: Blood Money","Action","XB",0.16,0.11,0.00999999999999998,0.03,0.01,2006
"359","Curious George","Action","PS2",0.14,0.06,0.01,0.05,0.02,2006
"360","Gallop Racer 2006","Sports","PS2",0.12,0.02,0.07,0.02,0.01,2006
"361","Barnyard","Action","PS2",0.11,0.05,0.01,0.04,0.01,2006
"362","Let's Ride! Silver Buckle Stables","Sports","PS2",0.11,0.05,0.01,0.04,0.01,2006
"363","Star Wars: Empire at War","Strategy","PC",0.1,0.01,0.01,0.07,0.01,2006
"364","And1 Streetball","Action","XB",0.09,0.06,0.01,0.02,0,2006
"365","Stacked with Daniel Negreanu","Misc","PS2",0.09,0.04,0.01,0.03,0.01,2006
"366","Final Fight: Streetwise","Action","PS2",0.07,0.03,0.01,0.02,0.01,2006
"367","Marc Ecko's Getting Up: Contents Under Pressure","Action","PS2",0.07,0.03,0.01,0.02,0.01,2006
"368","Samurai Champloo: Sidetracked","Action","PS2",0.07,0.03,0.01,0.02,0.01,2006
"369","The Hustle: Detroit Streets","Sports","PS2",0.06,0.02,0.01,0.02,0.01,2006
"370","Rogue Trooper","Shooter","PS2",0.06,0.02,0.01,0.02,0.01,2006
"371","TOCA Race Driver 3: The Ultimate Racing Simulator","Racing","XB",0.05,0.03,0.01,0.01,0,2006
"372","Rise of Nations: Rise of Legends","Strategy","PC",0.05,0,0.01,0.03,0.01,2006
"373","The Sims 2: Glamour Life Stuff","Simulation","PC",0.05,0,0.01,0.03,0.01,2006
"374","WinBack 2: Project Poseidon","Shooter","PS2",0.03,0.01,0.01,0.01,0,2006
"375","Alfa Romeo Racing Italiano","Racing","PS2",0.03,0.01,0.01,0.01,0,2006
"376","Bratz: Forever Diamondz","Action","PS2",0.03,0.01,0.01,0.01,0,2006
"377","Guitar Hero III: Legends of Rock","Misc","PS2",5,3.49,0.0199999999999998,0.01,1.48,2007
"378","Winning Eleven: Pro Evolution Soccer 2007","Sports","PS2",4.41,0.1,1.06,2.39,0.86,2007
"379","The Elder Scrolls IV: Oblivion","Role-Playing","PS3",3.14,1.69,0.15,0.86,0.44,2007
"380","High School Musical: Sing It!","Misc","PS2",1.89,0.47,0.00999999999999979,0.08,1.33,2007
"381","SingStar '80s","Misc","PS2",1.32,0.27,0.01,0.02,1.02,2007
"382","Medal of Honor: Airborne","Shooter","PS3",1.23,0.25,0.04,0.7,0.24,2007
"383","Rock Band","Misc","PS2",1.13,0.71,0.01,0.06,0.35,2007
"384","Virtua Fighter 5","Fighting","PS3",1.1,0.29,0.09,0.52,0.2,2007
"385","Madden NFL 08","Sports","PS3",0.99,0.89,0.01,0.01,0.08,2007
"386","Tiger Woods PGA Tour 08","Sports","PS3",0.75,0.22,0.01,0.38,0.14,2007
"387","Spider-Man 3","Platform","PS3",0.69,0.26,0.03,0.29,0.11,2007
"388","NBA Live 08","Sports","PS3",0.65,0.56,0.02,0.02,0.05,2007
"389","Sega Rally Revo","Racing","PS3",0.65,0.07,0.01,0.43,0.14,2007
"390","NCAA March Madness 07","Sports","PS2",0.58,0.28,0.0099999999999999,0.22,0.07,2007
"391","NBA 2K8","Sports","PS3",0.57,0.5,0.01,0.01,0.05,2007
"392","Stuntman: Ignition","Racing","PS3",0.54,0.17,0.01,0.26,0.1,2007
"393","Lair","Action","PS3",0.53,0.36,0.09,0.04,0.04,2007
"394","Shrek the Third","Action","PS2",0.5,0.4,0.01,0.02,0.07,2007
"395","Dynasty Warriors Gundam","Action","PS3",0.49,0.14,0.32,0.01,0.02,2007
"396","SingStar Amped","Misc","PS2",0.48,0.23,0.00999999999999995,0.18,0.06,2007
"397","Tony Hawk's Proving Ground","Sports","PS3",0.46,0.36,0.01,0.05,0.04,2007
"398","Juiced 2: Hot Import Nights","Racing","PS2",0.41,0.19,0.02,0.15,0.05,2007
"399","Looney Tunes: Acme Arsenal","Action","PS2",0.4,0.19,0.01,0.15,0.05,2007
"400","The Godfather: Dons Edition","Action","PS3",0.31,0.25,0.01,0.02,0.03,2007
"401","Bladestorm: The Hundred Years' War","Action","PS3",0.3,0.1,0.15,0.03,0.02,2007
"402","Jackass the Game","Action","PS2",0.3,0.14,0.00999999999999995,0.11,0.04,2007
"403","Syphon Filter: Dark Mirror","Shooter","PS2",0.3,0.14,0.00999999999999995,0.11,0.04,2007
"404","Wild ARMs 5","Role-Playing","PS2",0.3,0.14,0.00999999999999995,0.11,0.04,2007
"405","Soul Nomad & the World Eaters","Role-Playing","PS2",0.3,0.14,0.00999999999999995,0.11,0.04,2007
"406","Cabela's Trophy Bucks","Sports","PS2",0.29,0.13,0.01,0.11,0.04,2007
"407","Cabela's Big Game Hunter (2008)","Sports","PS2",0.22,0.1,0.00999999999999998,0.08,0.03,2007
"408","Soldier of Fortune: Payback","Shooter","PS3",0.17,0.12,0.01,0.02,0.02,2007
"409","Fantastic Four: Rise of the Silver Surfer","Action","PS3",0.17,0.12,0.01,0.02,0.02,2007
"410","CSI: 3 Dimensions of Murder","Adventure","PS2",0.16,0.07,0.00999999999999998,0.06,0.02,2007
"411","Power Rangers: Super Legends","Action","PS2",0.16,0.07,0.00999999999999998,0.06,0.02,2007
"412","Puzzle Quest: Challenge of the Warlords","Puzzle","PS2",0.14,0.06,0.01,0.05,0.02,2007
"413","NHL 2K8","Sports","PS3",0.11,0.08,0.01,0.01,0.01,2007
"414","Blacksite: Area 51","Shooter","PS3",0.1,0.07,0.01,0.01,0.01,2007
"415","The Elder Scrolls IV: Shivering Isles","Role-Playing","PS3",0.09,0.07,0.01,0,0.01,2007
"416","Alvin and the Chipmunks","Misc","PS2",0.09,0.04,0.01,0.03,0.01,2007
"417","Mountain Bike Adrenaline","Sports","PS2",0.07,0.03,0.01,0.02,0.01,2007
"418","Art of Fighting Anthology","Fighting","PS2",0.06,0.02,0.01,0.02,0.01,2007
"419","Supreme Commander","Strategy","PC",0.06,0,0.01,0.04,0.01,2007
"420","Grand Theft Auto IV","Action","PS3",10.59,4.79,0.45,3.73,1.62,2008
"421","Fallout 3","Role-Playing","PS3",4.02,2.18,0.0799999999999998,1.15,0.61,2008
"422","Midnight Club: Los Angeles","Racing","PS3",2.52,1.59,0.0599999999999998,0.54,0.33,2008
"423","PES 2009: Pro Evolution Soccer","Sports","PS2",2.52,0.13,0.27,0.07,2.05,2008
"424","Need for Speed: Undercover","Racing","PS3",2.08,0.63,0.0599999999999998,1.01,0.38,2008
"425","Mortal Kombat vs DC Universe","Fighting","PS3",2.07,1.52,0.0100000000000002,0.29,0.25,2008
"426","Call of Duty: World at War Final Fronts","Shooter","PS2",1.74,0.61,0.01,0.18,0.94,2008
"427","BioShock","Shooter","PS3",1.46,0.75,0.02,0.48,0.21,2008
"428","Need for Speed: Undercover","Racing","PS2",1.44,0.38,0.05,0.08,0.93,2008
"429","Far Cry 2","Shooter","PS3",1.4,0.43,0.02,0.69,0.26,2008
"430","Tom Clancy's Rainbow Six: Vegas 2","Shooter","PS3",1.36,0.66,0.05,0.45,0.2,2008
"431","SOCOM: U.S. Navy SEALs Confrontation","Shooter","PS3",1.28,0.94,0.03,0.17,0.14,2008
"432","Worldwide Soccer Manager 2009","Simulation","PC",1.17,0,0.01,1.15,0.01,2008
"433","007: Quantum of Solace","Shooter","PS3",1.16,0.43,0.03,0.51,0.19,2008
"434","Prince of Persia","Adventure","PS3",1.09,0.47,0.04,0.41,0.17,2008
"435","LEGO Indiana Jones: The Original Adventures","Adventure","PS3",1.05,0.44,0.01,0.43,0.17,2008
"436","SingStar Abba","Misc","PS3",0.95,0.27,0.0099999999999999,0.51,0.16,2008
"437","Kingdom Hearts Re: Chain of Memories","Role-Playing","PS2",0.89,0.73,0.01,0.03,0.12,2008
"438","Dragon Ball Z: Burst Limit","Fighting","PS3",0.87,0.22,0.19,0.34,0.12,2008
"439","Sonic Unleashed","Platform","PS2",0.78,0.37,0.01,0.04,0.36,2008
"440","Command & Conquer: Red Alert 3","Strategy","PC",0.68,0.01,0.01,0.64,0.02,2008
"441","Tiger Woods PGA Tour 09","Sports","PS3",0.67,0.34,0.01,0.22,0.1,2008
"442","Rock Band 2","Misc","PS2",0.61,0.29,0.01,0.23,0.08,2008
"443","Dead Space","Shooter","PC",0.61,0,0.01,0.54,0.06,2008
"444","NCAA Football 09","Sports","PS3",0.6,0.54,0.01,0,0.05,2008
"445","Iron Man","Action","PS2",0.56,0.36,0.01,0,0.19,2008
"446","Lost: Via Domus","Action","PS3",0.52,0.19,0.01,0.23,0.09,2008
"447","NCAA Football 09","Sports","PS2",0.5,0.4,0.01,0.02,0.07,2008
"448","Metal Gear Solid: The Essential Collection","Adventure","PS2",0.48,0.23,0.00999999999999995,0.18,0.06,2008
"449","The Legend of Spyro: Dawn of the Dragon","Platform","PS3",0.46,0.19,0.01,0.19,0.07,2008
"450","Wall-E","Platform","PS3",0.42,0.12,0.00999999999999995,0.21,0.08,2008
"451","Viking: Battle for Asgard","Action","PS3",0.4,0.14,0.01,0.18,0.07,2008
"452","Dora The Explorer: Dora Saves the Snow Princess","Platform","PS2",0.4,0.19,0.01,0.15,0.05,2008
"453","Medieval II: Total War Gold Edition","Strategy","PC",0.38,0,0.01,0.34,0.03,2008
"454","Dragon Ball Z: Infinite World","Fighting","PS2",0.38,0.08,0.22,0.06,0.02,2008
"455","Golden Axe: Beast Rider","Action","PS3",0.34,0.13,0.01,0.14,0.06,2008
"456","SingStar Country","Misc","PS2",0.3,0.14,0.00999999999999995,0.11,0.04,2008
"457","Tak and the Guardians of Gross","Action","PS2",0.3,0.14,0.00999999999999995,0.11,0.04,2008
"458","NCAA Basketball 09","Sports","PS2",0.3,0.14,0.00999999999999995,0.11,0.04,2008
"459","Bolt","Adventure","PS2",0.28,0.09,0.01,0.02,0.16,2008
"460","Zoo Tycoon 2: Ultimate Collection","Strategy","PC",0.27,0.04,0.01,0.19,0.03,2008
"461","The Club","Shooter","PS3",0.25,0.14,0.00999999999999998,0.07,0.03,2008
"462","Buzz! The Schools Quiz","Misc","PS2",0.22,0,0.00999999999999998,0.02,0.19,2008
"463","PBR: Out of the Chute","Sports","PS2",0.22,0.1,0.00999999999999998,0.08,0.03,2008
"464","The King of Fighters Collection: The Orochi Saga","Fighting","PS2",0.22,0.1,0.00999999999999998,0.08,0.03,2008
"465","Ford Racing Off Road","Racing","PS2",0.22,0.1,0.00999999999999998,0.08,0.03,2008
"466","Rise of the Argonauts","Action","PS3",0.21,0.05,0.01,0.12,0.03,2008
"467","The Chronicles of Narnia: Prince Caspian","Adventure","PS3",0.19,0.14,0.00999999999999998,0.02,0.02,2008
"468","FaceBreaker","Fighting","PS3",0.19,0.13,0.00999999999999998,0.03,0.02,2008
"469","NPPL Championship Paintball 2009","Shooter","PS3",0.18,0.15,0.01,0,0.02,2008
"470","Fracture","Shooter","PS3",0.18,0.11,0.01,0.04,0.02,2008
"471","Arcana Heart","Fighting","PS2",0.18,0.06,0.05,0.05,0.02,2008
"472","Blitz: The League II","Sports","PS3",0.17,0.11,0.01,0.03,0.02,2008
"473","NHL 2K9","Sports","PS2",0.15,0.07,0.01,0.05,0.02,2008
"474","Rock Band Track Pack Volume 2","Misc","PS2",0.14,0.06,0.01,0.05,0.02,2008
"475","Ferrari Challenge Trofeo Pirelli","Racing","PS2",0.14,0.06,0.01,0.05,0.02,2008
"476","Overlord: Raising Hell","Adventure","PS3",0.14,0.07,0.01,0.04,0.02,2008
"477","Dora the Explorer: Dora Saves the Mermaids","Platform","PS2",0.14,0.06,0.01,0.05,0.02,2008
"478","Space Chimps","Platform","PS2",0.14,0.06,0.01,0.05,0.02,2008
"479","Dokapon Kingdom","Role-Playing","PS2",0.13,0.05,0.03,0.04,0.01,2008
"480","Yu-Gi-Oh! GX: The Beginning of Destiny (US sales)","Strategy","PS2",0.11,0.05,0.01,0.04,0.01,2008
"481","The Sims 2: Apartment Life","Simulation","PC",0.1,0,0.01,0.08,0.01,2008
"482","Need for Speed: Undercover","Racing","PC",0.09,0,0.01,0.07,0.01,2008
"483","The History Channel: Battle for the Pacific","Shooter","PS3",0.09,0.07,0.01,0,0.01,2008
"484","Goosebumps HorrorLand","Adventure","PS2",0.09,0.04,0.01,0.03,0.01,2008
"485","Monster Madness: Grave Danger","Shooter","PS3",0.08,0.05,0.01,0.01,0.01,2008
"486","Hail to the Chimp","Misc","PS3",0.07,0.05,0.01,0,0.01,2008
"487","Bejeweled Twist","Puzzle","PC",0.07,0.01,0.01,0.04,0.01,2008
"488","Go Diego Go!: Safari Rescue","Action","PS2",0.06,0.02,0.01,0.02,0.01,2008
"489","World of Goo","Puzzle","PC",0.05,0,0.01,0.03,0.01,2008
"490","Call of Duty: Modern Warfare 2","Shooter","PS3",10.63,4.99,0.39,3.66,1.59,2009
"491","The Sims 3","Simulation","PC",7.98,1.01,0.00999999999999979,6.46,0.5,2009
"492","Batman: Arkham Asylum","Action","PS3",4.3,2.26,0.0799999999999998,1.33,0.63,2009
"493","Street Fighter IV","Fighting","PS3",4.21,2.04,0.6,1.05,0.52,2009
"494","Pro Evolution Soccer 2010","Sports","PS3",2.3,0.3,0.47,1.27,0.26,2009
"495","Gran Turismo Concept 2001 Tokyo","Racing","PS2",1.86,0,0.43,1.1,0.33,2009
"496","UFC 2009 Undisputed","Fighting","PS3",1.78,1.07,0.02,0.45,0.24,2009
"497","WWE SmackDown vs. Raw 2010","Fighting","PS2",1.09,0.53,0.01,0.01,0.54,2009
"498","DJ Hero","Misc","PS3",0.92,0.42,0.01,0.34,0.15,2009
"499","Call of Juarez: Bound in Blood","Shooter","PS3",0.9,0.35,0.02,0.38,0.15,2009
"500","Ninja Gaiden Sigma 2","Action","PS3",0.87,0.52,0.09,0.16,0.1,2009
"501","SingStar Queen","Misc","PS2",0.65,0.08,0.01,0.12,0.44,2009
"502","Sacred 2: Fallen Angel","Role-Playing","PS3",0.63,0.22,0.09,0.23,0.09,2009
"503","BlazBlue: Calamity Trigger","Fighting","PS3",0.59,0.36,0.07,0.1,0.06,2009
"504","Tom Clancy's HAWX","Action","PS3",0.58,0.21,0.0599999999999999,0.22,0.09,2009
"505","NBA Live 10","Sports","PS3",0.56,0.46,0.02,0.03,0.05,2009
"506","Dynasty Warriors: Gundam 2","Action","PS3",0.53,0.09,0.34,0.07,0.03,2009
"507","F.E.A.R. 2: Project Origin","Shooter","PS3",0.49,0.19,0.02,0.2,0.08,2009
"508","Guitar Hero: Smash Hits","Misc","PS3",0.37,0.2,0.01,0.11,0.05,2009
"509","Command & Conquer: Red Alert 3 Ultimate Edition","Strategy","PS3",0.37,0.14,0.01,0.16,0.06,2009
"510","Mini Ninjas","Action","PS3",0.36,0.14,0.00999999999999995,0.15,0.06,2009
"511","MotorStorm: Arctic Edge","Racing","PS2",0.36,0.07,0.00999999999999995,0.03,0.25,2009
"512","NCAA Basketball 10","Sports","PS3",0.35,0.31,0.01,0,0.03,2009
"513","Star Wars The Clone Wars: Republic Heroes","Action","PS2",0.27,0.17,0.01,0.01,0.08,2009
"514","The Elder Scrolls IV: Oblivion","Role-Playing","PC",0.27,0.01,0.01,0.21,0.04,2009
"515","Teenage Mutant Ninja Turtles: Smash-Up","Fighting","PS2",0.23,0.11,0.01,0.08,0.03,2009
"516","SingStar Pop Edition","Misc","PS3",0.23,0,0.01,0.19,0.03,2009
"517","Rock Band Track Pack: Classic Rock","Misc","PS2",0.22,0.1,0.00999999999999998,0.08,0.03,2009
"518","The BIGS 2","Sports","PS2",0.22,0.1,0.00999999999999998,0.08,0.03,2009
"519","Rock Band Country Track Pack","Misc","PS3",0.21,0.18,0.01,0,0.02,2009
"520","50 Cent: Blood on the Sand","Shooter","PS3",0.21,0.1,0.02,0.06,0.03,2009
"521","Cars: Race-O-Rama","Racing","PS3",0.2,0.14,0.01,0.03,0.02,2009
"522","Ar tonelico 2: Melody of Metafalica","Role-Playing","PS2",0.2,0.04,0.12,0.03,0.01,2009
"523","Borderlands","Shooter","PC",0.19,0.01,0.00999999999999998,0.14,0.03,2009
"524","Company of Heroes: Anthology","Strategy","PC",0.19,0,0.00999999999999998,0.15,0.03,2009
"525","SingStar Motown","Misc","PS3",0.19,0,0.00999999999999998,0.16,0.02,2009
"526","Jurassic: The Hunted","Shooter","PS2",0.16,0.07,0.00999999999999998,0.06,0.02,2009
"527","Rogue Warrior","Shooter","PS3",0.15,0.11,0.01,0.02,0.01,2009
"528","SingStar Latino","Misc","PS2",0.15,0.07,0.01,0.05,0.02,2009
"529","ArmA II","Shooter","PC",0.15,0,0.01,0.12,0.02,2009
"530","Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon","Role-Playing","PS2",0.15,0.07,0.01,0.05,0.02,2009
"531","Street Fighter IV","Fighting","PC",0.15,0.07,0.01,0.05,0.02,2009
"532","Ski-Doo Snowmobile Challenge","Racing","PS3",0.12,0.1,0.01,0,0.01,2009
"533","Cloudy With a Chance of Meatballs","Adventure","PS3",0.12,0.09,0.01,0.01,0.01,2009
"534","Karaoke Revolution","Misc","PS3",0.12,0.07,0.01,0.03,0.01,2009
"535","F.E.A.R. 2: Project Origin","Shooter","PC",0.11,0.04,0.01,0.05,0.01,2009
"536","Dora the Explorer: Dora Saves the Crystal Kingdom","Misc","PS2",0.11,0.05,0.01,0.04,0.01,2009
"537","Burnout Paradise: The Ultimate Box","Racing","PC",0.11,0,0.01,0.09,0.01,2009
"538","SingStar: Made In Germany","Misc","PS3",0.1,0,0.01,0.07,0.02,2009
"539","Mirror's Edge","Platform","PC",0.07,0,0.01,0.05,0.01,2009
"540","LEGO Indiana Jones 2: The Adventure Continues","Adventure","PC",0.07,0.02,0.01,0.03,0.01,2009
"541","Wolfenstein","Shooter","PC",0.06,0.01,0.01,0.03,0.01,2009
"542","Black Mirror 2","Adventure","PC",0.06,0,0.01,0.04,0.01,2009
"543","Tropico 3","Strategy","PC",0.06,0,0.01,0.04,0.01,2009
"544","Runaway: A Twist of Fate","Adventure","PC",0.06,0,0.01,0.04,0.01,2009
"545","Fritz Chess","Strategy","PS3",0.05,0,0.01,0.03,0.01,2009
"546","SuperCar Challenge","Racing","PS3",0.05,0,0.01,0.03,0.01,2009
"547","The Void","Adventure","PC",0.05,0,0.01,0.03,0.01,2009
"548","Totally Spies! Totally Party","Misc","PS2",0.03,0.01,0.01,0.01,0,2009
"549","Final Fantasy XIII","Role-Playing","PS3",5.37,1.75,1.88,1.23,0.51,2010
"550","Heavy Rain","Adventure","PS3",3.08,1.29,0.0699999999999998,1.24,0.48,2010
"551","Pro Evolution Soccer 2011","Sports","PS3",2.43,0.29,0.55,1.18,0.41,2010
"552","Skate 3","Sports","PS3",2.05,0.79,0.0100000000000002,0.93,0.32,2010
"553","Call of Duty: Black Ops","Shooter","PC",1.64,0.58,0.00999999999999979,0.82,0.23,2010
"554","Castlevania: Lords of Shadow","Action","PS3",1.13,0.5,0.11,0.37,0.15,2010
"555","Aliens vs Predator","Shooter","PS3",1.06,0.41,0.01,0.46,0.18,2010
"556","EyePet","Simulation","PS3",1.03,0.37,0.05,0.52,0.09,2010
"557","Tiger Woods PGA Tour 11","Sports","PS3",0.85,0.37,0.01,0.34,0.13,2010
"558","Blur","Racing","PS3",0.74,0.22,0.03,0.37,0.12,2010
"559","Vanquish","Shooter","PS3",0.63,0.21,0.12,0.22,0.08,2010
"560","NHL 11","Sports","PS3",0.61,0.4,0.01,0.13,0.07,2010
"561","Kane & Lynch 2: Dog Days","Shooter","PS3",0.61,0.17,0.06,0.28,0.1,2010
"562","Rock Band 3","Misc","PS3",0.59,0.43,0.01,0.09,0.06,2010
"563","3D Dot Game Heroes","Role-Playing","PS3",0.59,0.36,0.04,0.12,0.07,2010
